X,Y
-0.8,0.002000000005
-0.79,0.002000000005
-0.78,0.002000000005
-0.77,0.002000000005
-0.76,0.002000000005
-0.75,0.002000000005
-0.74,0.002000000005
-0.73,0.002000000005
-0.72,0.002000000005
-0.71,0.002000000005
-0.7,0.002000000005
-0.69,0.002000000005
-0.6799999999999999,0.002000000005
-0.6699999999999999,0.002000000005
-0.6599999999999999,0.002000000005
-0.6499999999999999,0.002000000005
-0.6399999999999999,0.002000000005
-0.6299999999999999,0.002000000005
-0.6199999999999999,0.002000000005
-0.6099999999999999,0.002000000005
-0.5999999999999999,0.002000000005
-0.5899999999999999,0.002000000005
-0.5799999999999998,0.002000000005
-0.5699999999999998,0.002000000005
-0.5599999999999998,0.0020000000049999
-0.5499999999999998,0.0020000000049999
-0.5399999999999998,0.0020000000049999
-0.5299999999999998,0.0020000000049999
-0.5199999999999998,0.0020000000049999
-0.5099999999999998,0.0020000000049999
-0.4999999999999998,0.0020000000049999
-0.4899999999999997,0.0020000000049999
-0.4799999999999997,0.0020000000049999
-0.4699999999999997,0.0020000000049999
-0.4599999999999997,0.0020000000049999
-0.4499999999999997,0.0020000000049999
-0.4399999999999997,0.0020000000049999
-0.4299999999999997,0.0020000000049999
-0.4199999999999997,0.0020000000049999
-0.4099999999999997,0.0020000000049999
-0.3999999999999997,0.0020000000049999
-0.3899999999999997,0.0020000000049999
-0.3799999999999996,0.0020000000049999
-0.3699999999999996,0.0020000000049999
-0.3599999999999996,0.0020000000049998
-0.3499999999999996,0.0020000000049998
-0.3399999999999996,0.0020000000049997
-0.3299999999999996,0.0020000000049997
-0.3199999999999996,0.0020000000049996
-0.3099999999999996,0.0020000000049995
-0.2999999999999996,0.0020000000049993
-0.2899999999999996,0.0020000000049991
-0.2799999999999996,0.0020000000049987
-0.2699999999999996,0.0020000000049983
-0.2599999999999995,0.0020000000049978
-0.2499999999999995,0.002000000004997
-0.2399999999999995,0.002000000004996
-0.2299999999999995,0.0020000000049946
-0.2199999999999995,0.0020000000049928
-0.2099999999999995,0.0020000000049903
-0.1999999999999995,0.002000000004987
-0.1899999999999995,0.0020000000049825
